

                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



            Producto:        Todos                                           Tipo de documento:  Todos 
           Desde fecha:  01/01/2014          Hasta fecha:31/12/2014          Documento:          Todos 
            LíneaTanq
            Considerando todos los conceptos
          Producto:p1010                     Descripción:Llenado s80 aire

            Fecha        Docto.      Folio Movimiento          Cl/Pv     Cantidad      Precio unitario   Precio total 
        26/Ene/2014      2946         3053entas                phan          -45.00              17.00       -765.00 
        26/Ene/2014      2947         3054entas                pdivi         -13.00              17.00       -221.00 

        27/Ene/2014      2948         3055entas                nik             -2.00             22.00         -44.00 
        27/Ene/2014      2950         3057entas                klaus           -8.00             20.00       -160.00 
        27/Ene/2014      2952         3059entas                raul            -1.00             20.00         -20.00 
        27/Ene/2014      2954         3061entas                arian           -8.00             22.00       -176.00 
        27/Ene/2014      2956         3063entas                pepe          -11.00              17.00       -187.00 
        27/Ene/2014      2957         3064entas                pdivi         -20.00              17.00       -340.00 
        27/Ene/2014      2958         3065entas                phoc          -58.00              17.00       -986.00 
        27/Ene/2014      2959         3066entas                phan          -20.00              17.00       -340.00 
        06/Feb/2014      2960         3129anc. factura         miche           3.00              22.00         66.00 
        28/Ene/2014      2960         3067entas                miche           -3.00             22.00         -66.00 
        28/Ene/2014      2962         3069entas                trist           -8.00             22.00       -176.00 
        28/Ene/2014      2965         3072entas                miche           -2.00             22.00         -44.00 
        28/Ene/2014      2966         3073entas                raul            -3.00             20.00         -60.00 

        28/Ene/2014      2967         3074entas                arian           -8.00             22.00       -176.00 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        28/Ene/2014      2970         3077entas                pepe          -13.00              17.00       -221.00 
        28/Ene/2014      2971         3078entas                pdivi         -18.00              17.00       -306.00 
        28/Ene/2014      2972         3079entas                phoc          -55.00              17.00       -935.00 
        28/Ene/2014      2973         3080entas                phan          -25.00              17.00       -425.00 
        29/Ene/2014      2974         3081entas                luisr           -1.00             20.00         -20.00 
        29/Ene/2014      2979         3086entas                klaus           -6.00             20.00       -120.00 
        29/Ene/2014      2980         3087entas                arian           -8.00             22.00       -176.00 
        29/Ene/2014      2983         3090entas                pepe            -8.00             17.00       -136.00 
        29/Ene/2014      2984         3091entas                pepe            -8.00             17.00       -136.00 
        29/Ene/2014      2985         3092entas                pdivi         -11.00              17.00       -187.00 
        29/Ene/2014      2986         3093entas                phoc          -55.00              17.00       -935.00 

        29/Ene/2014      2987         3094entas                phan          -20.00              17.00       -340.00 
        30/Ene/2014      2988         3095entas                arian           -2.00             22.00         -44.00 
        30/Ene/2014      2989         3096entas                klaus           -6.00             20.00       -120.00 
        30/Ene/2014      2992         3099entas                raul            -2.00             20.00         -40.00 
        30/Ene/2014      2994         3101entas                pdivi         -12.00              17.00       -204.00 
        30/Ene/2014      2995         3102entas                phoc          -59.00              17.00       -1,003.00 
        30/Ene/2014      2997         3104entas                phan          -38.00              17.00       -646.00 
        31/Ene/2014      3000         3107entas                rogel           -2.00             22.00         -44.00 
        31/Ene/2014      3002         3109entas                trist           -5.00             22.00       -110.00 
        31/Ene/2014      3003         3110entas                klaus           -8.00             20.00       -160.00 
        31/Ene/2014      3004         3111entas                stvbo           -1.00             22.00         -22.00 
        31/Ene/2014      3005         3112entas                arian           -6.00             22.00       -132.00 
        31/Ene/2014      3007         3114entas                pdivi           -9.00             17.00       -153.00 

        31/Ene/2014      3008         3115entas                miche           -4.00             22.00         -88.00 
        06/Feb/2014      3008         3127anc. factura         miche           4.00              22.00         88.00 
        31/Ene/2014      3009         3116entas                phoc          -23.00              17.00       -391.00 
        20/Ene/2014      3013         3123entas                phoc          -53.00              17.00       -901.00 
        21/Ene/2014      3014         3125entas                phoc          -66.00              17.00       -1,122.00 
        16/Ene/2014      3023         3136entas                audre           -2.00             30.00         -60.00 
        17/Ene/2014      3024         3137entas                audre           -2.00             30.00         -60.00 
        18/Ene/2014      3025         3138entas                audre           -2.00             30.00         -60.00 
        19/Ene/2014      3026         3139entas                audre           -2.00             30.00         -60.00 
        20/Ene/2014      3027         3140entas                audre           -4.00             30.00       -120.00 
        20/Ene/2014      3027         3140entas                audre           -2.00             30.00         -60.00 
        21/Ene/2014      3028         3141entas                audre           -4.00             30.00       -120.00 
        22/Ene/2014      3029         3142entas                audre           -4.00             30.00       -120.00 
        22/Ene/2014      3029         3142entas                audre           -8.00             30.00       -240.00 

        23/Ene/2014      3030         3143entas                audre           -8.00             30.00       -240.00 
        24/Ene/2014      3031         3144entas                audre           -8.00             30.00       -240.00 
        25/Ene/2014      3032         3145entas                audre           -8.00             30.00       -240.00 
        26/Ene/2014      3033         3146entas                audre           -8.00             30.00       -240.00 
        27/Ene/2014      3034         3147entas                audre           -8.00             30.00       -240.00 
        28/Ene/2014      3035         3148entas                audre           -8.00             30.00       -240.00 
        29/Ene/2014      3036         3149entas                audre           -6.00             30.00       -180.00 
