

                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



            Producto:        Todos                                           Tipo de documento:  Todos 
           Desde fecha:  01/01/2024          Hasta fecha:26/06/2024          Documento:          Todos 
            LíneaTanq
            Considerando todos los conceptos
          Producto:p1010                     Descripción:Llenado s80 aire

            Fecha        Docto.      Folio Movimiento          Cl/Pv     Cantidad      Precio unitario   Precio total 
        08/Ene/2024    48227       90624 Ventas                yaxkin          -7.00             45.86       -321.05 

        08/Ene/2024    48243       90640 Ventas                dolriv          -2.00             98.00       -196.00 
        08/Ene/2024    48253       90653 Ventas              marcos            -6.00             44.10       -264.60 
        08/Ene/2024    48256       90656 Ventas                mali            -2.00             54.50       -109.00 
        08/Ene/2024    48264       90665 Ventas                ben             -9.00             43.94       -395.44 
        08/Ene/2024    48265       90666 Ventas                bluex           -9.00             50.96       -458.64 
        08/Ene/2024    48266       90667 Ventas                pdive           -2.00             44.10         -88.20 
        08/Ene/2024    48267       90668 Ventas                dolbar          -2.00             98.00       -196.00 
        08/Ene/2024    48270       90671 Ventas                mayab           -1.00             50.96         -50.96 
        08/Ene/2024    48271       90672 Ventas                scu10           -1.00             44.10         -44.10 
        08/Ene/2024    48277       90678 Ventas                xico            -4.00             49.00       -196.00 
        09/Ene/2024    48292       90693 Ventas                totola          -2.00             54.50       -109.00 
        09/Ene/2024    48297       90699 Ventas                dolriv          -1.00             98.00         -98.00 
        09/Ene/2024    48299       90701 Ventas              marcos            -5.00             44.10       -220.50 
        09/Ene/2024    48300       90702 Ventas                trist           -2.00             43.94         -87.87 

        09/Ene/2024    48302       90704 Ventas                mayab           -5.00             50.96       -254.80 
        09/Ene/2024    48304       90706 Ventas              susane            -1.00             43.94         -43.94 
        09/Ene/2024    48306       90708 Ventas                codol2        -10.00              74.48       -744.80 
        09/Ene/2024    48314       90717 Ventas                juli            -1.00             45.86         -45.86 
        09/Ene/2024    48315       90718 Ventas                mayab           -4.00             50.96       -203.84 
        09/Ene/2024    48316       90719 Ventas                cenot           -4.00             50.96       -203.84 
        09/Ene/2024    48321       90724 Ventas                pdive           -9.00             44.10       -396.90 
        09/Ene/2024    48324       90727 Ventas                mbldr           -9.00             44.10       -396.90 
        09/Ene/2024    48325       90728 Ventas                pdcen           -4.00             42.25       -168.99 
        10/Ene/2024    48354       90757 Ventas                yazmi           -3.00             45.86       -137.59 
        10/Ene/2024    48370       90775 Ventas                ben             -8.00             43.94       -351.50 
        10/Ene/2024    48374       90779 Ventas                codol           -6.00             74.48       -446.88 
        10/Ene/2024    48376       90781 Ventas                pdive           -4.00             44.10       -176.40 

        10/Ene/2024    48377       90782 Ventas                aqua            -8.00             49.00       -392.00 
        10/Ene/2024    48378       90783 Ventas                dolbar          -4.00             98.00       -392.00 
        10/Ene/2024    48380       90785 Ventas                mayab           -2.00             50.96       -101.92 
        10/Ene/2024    48382       90787 Ventas                scu10           -4.00             44.10       -176.40 
        10/Ene/2024    48391       90796 Ventas                mbldr           -2.00             44.10         -88.20 
        10/Ene/2024    48392       90797 Ventas                mbldr         -18.00              44.10       -793.80 
        10/Ene/2024    48393       90798 Ventas                xico            -5.00             49.00       -245.00 
        10/Ene/2024    48395       90800 Ventas                bluex           -1.00             50.96         -50.96 
        11/Ene/2024    48404       90810 Ventas                dolriv          -1.00             98.00         -98.00 
        11/Ene/2024    48419       90833 Ventas                vicrub          -2.00             54.50       -109.00 
        11/Ene/2024    48420       90834 Ventas                mali            -5.00             54.50       -272.50 
        11/Ene/2024    48422       90836 Ventas              seadrop           -1.00             84.50         -84.50 
        11/Ene/2024    48428       90842 Ventas              marcos          -14.00              44.10       -617.40 

        11/Ene/2024    48429       90843 Ventas              marcos            -1.00             44.10         -44.10 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        11/Ene/2024    48435       90850 Ventas                dolriv          -2.00             98.00       -196.00 
        11/Ene/2024    48444       90859 Ventas                cenot           -5.00             50.96       -254.80 
        11/Ene/2024    48447       90862 Ventas              ecosys          -10.00              54.50       -545.00 
        11/Ene/2024    48448       90863 Ventas                pdive           -8.00             44.10       -352.80 
        11/Ene/2024    48449       90864 Ventas                aqua          -10.00              49.00       -490.00 
        11/Ene/2024    48452       90867 Ventas                scu10           -2.00             44.10         -88.20 
        11/Ene/2024    48453       90868 Ventas                spla            -2.00             35.13         -70.26 
        11/Ene/2024    48460       90875 Ventas                xico            -1.00             49.00         -49.00 
        11/Ene/2024    48463       90878 Ventas                dolbar          -3.00             98.00       -294.00 
        12/Ene/2024    48484       90900 Ventas              marcos            -6.00             44.10       -264.60 
        12/Ene/2024    48485       90901 Ventas                vicrub          -1.00             54.50         -54.50 

        12/Ene/2024    48486       90902 Ventas                klaus         -12.00              43.94       -527.25 
        12/Ene/2024    48487       90903 Ventas                trist           -4.00             43.94       -175.75 
        12/Ene/2024    48489       90905 Ventas                bluex           -5.00             50.96       -254.80 
        12/Ene/2024    48494       90910 Ventas                codol2        -10.00              74.48       -744.80 
        12/Ene/2024    48495       90911 Ventas                mali            -4.00             54.50       -218.00 
        12/Ene/2024    48504       90920 Ventas                jorge         -12.00              56.89       -682.67 
        12/Ene/2024    48505       90921 Ventas                bluex           -6.00             50.96       -305.76 
        12/Ene/2024    48507       90923 Ventas                pdcen           -6.00             42.25       -253.49 
        12/Ene/2024    48509       90925 Ventas                scu10           -1.00             44.10         -44.10 
        12/Ene/2024    48518       90934 Ventas                mbldr           -8.00             44.10       -352.80 
        12/Ene/2024    48519       90935 Ventas                mbldr         -10.00              44.10       -441.00 
        13/Ene/2024    48529       90945 Ventas                dolriv          -4.00             98.00       -392.00 
        13/Ene/2024    48542       90958 Ventas              marcos            -8.00             44.10       -352.80 

        13/Ene/2024    48546       90963 Ventas                bluex           -6.00             50.96       -305.76 
        13/Ene/2024    48549       90966 Ventas              akubay            -5.00             43.94       -219.69 
        13/Ene/2024    48556       90973 Ventas                mali            -4.00             54.50       -218.00 
        13/Ene/2024    48559       90976 Ventas                cenot           -7.00             50.96       -356.72 
        13/Ene/2024    48561       90978 Ventas                ben             -4.00             43.94       -175.75 
        13/Ene/2024    48567       90984 Ventas                aqua          -19.00              49.00       -931.00 
        13/Ene/2024    48568       90985 Ventas                paws          -18.00              49.00       -882.00 
        13/Ene/2024    48570       90987 Ventas                dolbar          -4.00             98.00       -392.00 
        13/Ene/2024    48574       90991 Ventas                pdcen           -2.00             42.25         -84.50 
        13/Ene/2024    48576       90993 Ventas                scu10           -3.00             44.10       -132.30 
        13/Ene/2024    48582       90999 Ventas                pluto           -4.00             49.00       -196.00 
        13/Ene/2024    48583       91000 Ventas                xico            -5.00             49.00       -245.00 
        13/Ene/2024    48584       91001 Ventas                mbldr         -14.00              44.10       -617.40 
        14/Ene/2024    48604       91021 Ventas                dolriv          -1.00             98.00         -98.00 

        14/Ene/2024    48607       91024 Ventas              marcos            -5.00             44.10       -220.50 
        14/Ene/2024    48623       91041 Ventas                mali            -4.00             54.50       -218.00 
        14/Ene/2024    48624       91042 Ventas              susane            -2.00             43.94         -87.87 
        14/Ene/2024    48630       91048 Ventas                aqua          -14.00              49.00       -686.00 
        14/Ene/2024    48635       91053 Ventas                scu10           -1.00             44.10         -44.10 
        14/Ene/2024    48638       91056 Ventas                frank           -2.00             34.64         -69.29 
        15/Ene/2024    48655       91074 Ventas                michal          -6.00             84.50       -506.97 
        15/Ene/2024    48657       91076 Ventas                mbldr           -9.00             44.10       -396.90 
        15/Ene/2024    48663       91082 Ventas              marcos            -6.00             44.10       -264.60 
        15/Ene/2024    48664       91083 Ventas                pluto           -4.00             49.00       -196.00 
        15/Ene/2024    48666       91085 Ventas                cenot           -5.00             50.96       -254.80 
        15/Ene/2024    48672       91091 Ventas                codol2        -10.00              74.48       -744.80 
        15/Ene/2024    48681       91100 Ventas                bluex           -7.00             50.96       -356.72 

        15/Ene/2024    48684       91107 Ventas                aqua          -24.00              49.00       -1,176.00 
        15/Ene/2024    48685       91108 Ventas                dolbar          -3.00             98.00       -294.00 
        15/Ene/2024    48690       91113 Ventas                scu10           -2.00             44.10         -88.20 
        15/Ene/2024    48695       91118 Ventas                aydin           -2.00             44.10         -88.20 
        15/Ene/2024    48698       91121 Ventas                frank           -2.00             34.64         -69.29 
        16/Ene/2024    48705       91128 Ventas                mbldr           -2.00             44.10         -88.20 
        16/Ene/2024    48715       91139 Ventas                trist           -4.00             43.94       -175.75 
        16/Ene/2024    48723       91147 Ventas                bluex           -8.00             50.96       -407.68 
        16/Ene/2024    48731       91155 Ventas                yaxkin          -1.00             45.86         -45.86 
        16/Ene/2024    48735       91159 Ventas                aqua          -21.00              49.00       -1,029.00 
        16/Ene/2024    48736       91160 Ventas                paws          -18.00              49.00       -882.00 
        16/Ene/2024    48741       91165 Ventas                scu10           -2.00             44.10         -88.20 
        16/Ene/2024    48750       91174 Ventas                mbldr         -15.00              44.10       -661.50 

        16/Ene/2024    48751       91175 Ventas                mbldr         -20.00              44.10       -882.00 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        16/Ene/2024    48753       91177 Ventas                xico            -6.00             49.00       -294.00 
        17/Ene/2024    48771       91201 Ventas                dolriv          -4.00             98.00       -392.00 
        17/Ene/2024    48772       91202 Ventas              seadrop           -1.00             84.50         -84.50 
        17/Ene/2024    48786       91219 Ventas                pluto           -4.00             49.00       -196.00 
        17/Ene/2024    48793       91226 Ventas              akubay            -9.00             43.94       -395.44 
        17/Ene/2024    48798       91232 Ventas                trist           -4.00             43.94       -175.75 
        17/Ene/2024    48800       91234 Ventas                dolbar          -8.00             98.00       -784.00 
        17/Ene/2024    48804       91238 Ventas                scu10           -2.00             44.10         -88.20 
        17/Ene/2024    48811       91245 Ventas                xico            -2.00             49.00         -98.00 
        18/Ene/2024    48831       91265 Ventas                vicrub          -2.00             54.50       -109.00 
        18/Ene/2024    48847       91281 Ventas              akubay            -8.00             43.94       -351.50 

        18/Ene/2024    48851       91285 Ventas                cenot           -5.00             50.96       -254.80 
        18/Ene/2024    48853       91287 Ventas              paamul            -1.00             50.96         -50.96 
        18/Ene/2024    48867       91307 Ventas                aqua          -25.00              49.00       -1,225.00 
        18/Ene/2024    48869       91309 Ventas                pdcen           -4.00             42.25       -168.99 
        18/Ene/2024    48871       91311 Ventas                scu10           -1.00             44.10         -44.10 
        18/Ene/2024    48877       91317 Ventas                pluto         -20.00              49.00       -980.00 
        18/Ene/2024    48878       91318 Ventas                xico            -6.00             49.00       -294.00 
        18/Ene/2024    48881       91321 Ventas                mbldr         -11.00              44.10       -485.10 
        19/Ene/2024    48891       91331 Ventas                mbldr           -5.00             44.10       -220.50 
        19/Ene/2024    48897       91337 Ventas                paws            -3.00             49.00       -147.00 
        19/Ene/2024    48899       91339 Ventas                dolriv          -2.00             98.00       -196.00 
        19/Ene/2024    48901       91341 Ventas              akubay            -4.00             43.94       -175.75 
        19/Ene/2024    48905       91345 Ventas              marcos            -6.00             44.10       -264.60 

        19/Ene/2024    48917       91357 Ventas              marcos            -5.00             44.10       -220.50 
        19/Ene/2024    48919       91359 Ventas                codol2        -13.00              74.48       -968.24 
        19/Ene/2024    48922       91362 Ventas                ben           -11.00              43.94       -483.31 
        19/Ene/2024    48923       91363 Ventas                pdive           -5.00             44.10       -220.50 
        19/Ene/2024    48924       91364 Ventas                aqua            -8.00             49.00       -392.00 
        19/Ene/2024    48925       91365 Ventas                paws          -22.00              49.00       -1,078.00 
        19/Ene/2024    48928       91368 Ventas                scu10           -2.00             44.10         -88.20 
        19/Ene/2024    48933       91373 Ventas                pluto           -8.00             49.00       -392.00 
        19/Ene/2024    48939       91379 Ventas                mbldr         -21.00              44.10       -926.10 
        20/Ene/2024    48962       91402 Ventas                mbldr           -2.00             44.10         -88.20 
        20/Ene/2024    48965       91405 Ventas                sev             -9.00             45.86       -412.78 
        20/Ene/2024    48966       91406 Ventas                dolriv          -2.00             98.00       -196.00 
        20/Ene/2024    48967       91407 Ventas                codol           -5.00             74.48       -372.40 
        20/Ene/2024    48968       91409 Ventas                bluex           -2.00             50.96       -101.92 

        20/Ene/2024    48973       91415 Ventas              marcos            -5.00             44.10       -220.50 
        20/Ene/2024    48980       91422 Ventas                sean            -4.00             43.94       -175.75 
        20/Ene/2024    48981       91423 Ventas              akubay            -9.00             43.94       -395.44 
        20/Ene/2024    48987       91429 Ventas              susane            -5.00             43.94       -219.69 
        20/Ene/2024    48992       91434 Ventas                trist         -12.00              43.94       -527.25 
        20/Ene/2024    48993       91435 Ventas                aqua            -4.00             49.00       -196.00 
        20/Ene/2024    48998       91440 Ventas                scu10           -2.00             44.10         -88.20 
        20/Ene/2024    49002       91444 Ventas                pluto         -12.00              49.00       -588.00 
        20/Ene/2024    49006       91448 Ventas                frank           -1.00             34.64         -34.64 
        20/Ene/2024    49008       91450 Ventas                bluex           -1.00             50.96         -50.96 
        21/Ene/2024    49030       91473 Ventas                bluex           -2.00             50.96       -101.92 
        21/Ene/2024    49031       91475 Ventas                mbldr           -2.00             44.10         -88.20 
        21/Ene/2024    49034       91478 Ventas                frank           -2.00             34.64         -69.29 

        21/Ene/2024    49050       91494 Ventas                trist           -4.00             43.94       -175.75 
        21/Ene/2024    49054       91499 Ventas                pluto           -5.00             49.00       -245.00 
        21/Ene/2024    49055       91500 Ventas                scu10           -1.00             44.10         -44.10 
        21/Ene/2024    49057       91502 Ventas                frank           -4.00             34.64       -138.57 
        22/Ene/2024    49076       91522 Ventas                yaxkin          -8.00             45.86       -366.91 
        22/Ene/2024    49079       91525 Ventas              marcos            -4.00             44.10       -176.40 
        22/Ene/2024    49080       91526 Ventas                ben             -2.00             43.94         -87.87 
        22/Ene/2024    49088       91534 Ventas                codol2        -11.00              74.48       -819.28 
        22/Ene/2024    49091       91537 Ventas                mali            -2.00             54.50       -109.00 
        22/Ene/2024    49092       91538 Ventas                pluto           -6.00             49.00       -294.00 
        22/Ene/2024    49097       91543 Ventas                trist         -12.00              43.94       -527.25 
        22/Ene/2024    49105       91551 Ventas                mbldr         -15.00              44.10       -661.50 
        22/Ene/2024    49106       91552 Ventas                mbldr         -14.00              44.10       -617.40 

        22/Ene/2024    49107       91553 Ventas                sean            -4.00             43.94       -175.75 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        22/Ene/2024    49108       91554 Ventas                pluto           -6.00             49.00       -294.00 
        22/Ene/2024    49111       91557 Ventas                frank           -1.00             34.64         -34.64 
        23/Ene/2024    49115       91561 Ventas                gusfra          -1.00             43.94         -43.94 
        23/Ene/2024    49125       91571 Ventas                dolbar          -3.00             98.00       -294.00 
        23/Ene/2024    49129       91575 Ventas                cenot           -5.00             98.00       -490.00 
        23/Ene/2024    49130       91576 Ventas                ben             -4.00             43.94       -175.75 
        23/Ene/2024    49131       91577 Ventas              marcos            -2.00             44.10         -88.20 
        23/Ene/2024    49132       91578 Ventas                mali            -2.00             54.50       -109.00 
        23/Ene/2024    49134       91580 Ventas                dolriv          -2.00             98.00       -196.00 
        23/Ene/2024    49135       91581 Ventas                mbldr         -13.00              44.10       -573.30 
        23/Ene/2024    49136       91582 Ventas                trist           -6.00             43.94       -263.63 

        23/Ene/2024    49152       91599 Ventas                buzo            -1.00             54.50         -54.50 
        23/Ene/2024    49154       91601 Ventas                scu10           -1.00             44.10         -44.10 
        23/Ene/2024    49157       91604 Ventas                aydin           -1.00             44.10         -44.10 
        23/Ene/2024    49158       91605 Ventas                pluto           -6.00             49.00       -294.00 
        23/Ene/2024    49163       91610 Ventas                mbldr         -18.00              44.10       -793.80 
        24/Ene/2024    49181       91628 Ventas                bluex           -3.00             50.96       -152.88 
        24/Ene/2024    49184       91631 Ventas              marcos            -4.00             44.10       -176.40 
        24/Ene/2024    49187       91634 Ventas                klaus         -10.00              43.94       -439.38 
        24/Ene/2024    49196       91643 Ventas                trist           -8.00             43.94       -351.50 
        24/Ene/2024    49200       91647 Ventas                mali            -2.00             54.50       -109.00 
        24/Ene/2024    49206       91653 Ventas                dolbar          -2.00             98.00       -196.00 
        24/Ene/2024    49209       91656 Ventas                pdcen           -6.00             42.25       -253.49 
        24/Ene/2024    49210       91657 Ventas                scu10           -2.00             44.10         -88.20 

        24/Ene/2024    49217       91664 Ventas                pluto           -5.00             49.00       -245.00 
        25/Ene/2024    49226       91673 Ventas                dolriv          -3.00             98.00       -294.00 
        25/Ene/2024    49236       91683 Ventas                klaus           -3.00             43.94       -131.81 
        28/Feb/2024    49236       94711 Canc. factura         klaus           3.00              43.94         131.81 
        25/Ene/2024    49240       91687 Ventas                xico            -4.00             49.00       -196.00 
        25/Ene/2024    49245       91693 Ventas                bluex           -2.00             50.96       -101.92 
        25/Ene/2024    49246       91694 Ventas                mali            -2.00             54.50       -109.00 
        25/Ene/2024    49247       91695 Ventas                trist           -3.00             43.94       -131.81 
        25/Ene/2024    49259       91707 Ventas                pdcen           -4.00             42.25       -168.99 
        25/Ene/2024    49261       91709 Ventas                scu10           -1.00             44.10         -44.10 
        25/Ene/2024    49265       91713 Ventas                aydin           -2.00             44.10         -88.20 
        26/Ene/2024    49291       91739 Ventas                star            -4.00             43.94       -175.75 
        26/Ene/2024    49293       91741 Ventas                mali            -2.00             54.50       -109.00 
        26/Ene/2024    49298       91746 Ventas                codol2        -10.00              74.48       -744.80 

        26/Ene/2024    49304       91752 Ventas                vicrub          -2.00             54.50       -109.00 
        26/Ene/2024    49312       91760 Ventas                pdcen           -4.00             42.25       -168.99 
        26/Ene/2024    49314       91762 Ventas                scu10           -2.00             44.10         -88.20 
        26/Ene/2024    49319       91767 Ventas                aydin           -1.00             44.10         -44.10 
        26/Ene/2024    49325       91773 Ventas                mbldr         -13.00              44.10       -573.30 
        26/Ene/2024    49326       91774 Ventas                mbldr           -9.00             44.10       -396.90 
        27/Ene/2024    49332       91780 Ventas                dolriv          -2.00             98.00       -196.00 
        27/Ene/2024    49343       91792 Ventas                star            -4.00             43.94       -175.75 
        27/Ene/2024    49357       91806 Ventas                trist           -4.00             43.94       -175.75 
        27/Ene/2024    49362       91811 Ventas                aqua          -15.00              49.00       -735.00 
        27/Ene/2024    49363       91812 Ventas                sev           -23.00              45.86       -1,054.87 
        27/Ene/2024    49363       92000 Canc. factura         sev             23.00             45.86       1,054.87 
        27/Ene/2024    49365       91814 Ventas                dolbar          -1.00             98.00         -98.00 

        27/Ene/2024    49366       91815 Ventas                paws          -23.00              49.00       -1,127.00 
        27/Ene/2024    49370       91819 Ventas                scu10           -3.00             44.10       -132.30 
        27/Ene/2024    49375       91824 Ventas                aydin           -1.00             44.10         -44.10 
        27/Ene/2024    49379       91828 Ventas                pluto           -4.00             49.00       -196.00 
        27/Ene/2024    49383       91832 Ventas                mbldr           -8.00             44.10       -352.80 
        27/Ene/2024    49384       91833 Ventas                mbldr         -13.00              44.10       -573.30 
        27/Ene/2024    49385       91834 Ventas                xico            -7.00             49.00       -343.00 
        28/Ene/2024    49397       91846 Ventas                joram           -1.00             43.94         -43.94 
        28/Ene/2024    49400       91849 Ventas                star            -4.00             43.94       -175.75 
        28/Ene/2024    49404       91853 Ventas              marcos            -9.00             44.10       -396.90 
        28/Ene/2024    49406       91855 Ventas                trist           -4.00             43.94       -175.75 
        28/Ene/2024    49413       91862 Ventas                ben             -6.00             43.94       -263.63 
        28/Ene/2024    49414       91863 Ventas                cenot           -8.00             50.96       -407.68 

        28/Ene/2024    49418       91867 Ventas                ben             -2.00             43.94         -87.87 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        28/Ene/2024    49420       91869 Ventas                dolbar          -2.00             98.00       -196.00 
        28/Ene/2024    49421       91870 Ventas                aqua          -17.00              49.00       -833.00 
        28/Ene/2024    49423       91872 Ventas                xico            -2.00             49.00         -98.00 
        28/Ene/2024    49426       91875 Ventas                scu10           -2.00             44.10         -88.20 
        28/Ene/2024    49432       91881 Ventas                mbldr         -20.00              44.10       -882.00 
        28/Ene/2024    49432       92001 Canc. factura         mbldr           20.00             44.10         882.00 
        29/Ene/2024    49438       91887 Ventas                mbldr         -19.00              44.10       -837.90 
        29/Ene/2024    49439       91888 Ventas                ben             -1.00             43.94         -43.94 
        29/Ene/2024    49440       91889 Ventas              akubay            -3.00             43.94       -131.81 
        29/Ene/2024    49449       91898 Ventas                dolriv          -3.00             98.00       -294.00 
        29/Ene/2024    49453       91904 Ventas                klaus           -4.00             43.94       -175.75 

        29/Ene/2024    49455       91906 Ventas              marcos            -4.00             44.10       -176.40 
        29/Ene/2024    49457       91908 Ventas                star            -4.00             43.94       -175.75 
